Seq_ID	Mt_Cmt127.A_Junction_Hap_2	Mt_Cmt139.X_Junction_Hap_27	Mt_Cmt154.A_Junction_Hap_3	Mt_Cmt154.B_Junction_Hap_4	Mt_Cmt154.E_Junction_Hap_7	Mt_Cmt169.A_Junction_Hap_8	Mt_Cmt169.B_Junction_Hap_9	Mt_Cmt169.C_Junction_Hap_10	Mt_Cmt169.X_Junction_Hap_36	Mt_Cmt184.A_Junction_Hap_11	Mt_Cmt184.B_Junction_Hap_12	Mt_Cmt184.C_Junction_Hap_13	Mt_Cmt184.D_Junction_Hap_14	Mt_Cmt184.F_Junction_Hap_16	Mt_Cmt184.X_Junction_Hap_34	Mt_Cmt184.X_Junction_Hap_39	Mt_Cmt199.A_Junction_Hap_17	Mt_Cmt199.B_Junction_Hap_18	Mt_Cmt199.C_Junction_Hap_19	Mt_Cmt199.X_Junction_Hap_29	Mt_Cmt199.X_Junction_Hap_30	Mt_Cmt199.X_Junction_Hap_31	Mt_Cmt199.X_Junction_Hap_32	Mt_Cmt199.X_Junction_Hap_67	Mt_Cmt214.X_Junction_Hap_25	Mt_Cmt214.X_Junction_Hap_57	Mt_MSR_PART_A_Hap_1	Mt_MSR_PART_A_Hap_2	Mt_MSR_PART_A_Hap_3	Mt_MSR_PART_B_Hap_1	Mt_MSR_PART_B_Hap_2	Mt_MSR_PART_C_Hap_1	Mt_MSR_PART_D_Hap_1	Mt_MSR_PART_E_Hap_1	Mt_MSR_PART_E_Hap_2	Mt_MSR_PART_F_Hap_1	Mt_MSR_PART_F_Hap_2	Nu_360i2_PART_A_Hap_1	Nu_360i2_PART_A_Hap_3	Nu_360i2_PART_A_Hap_4	Nu_360i2_PART_B_Hap_1	Nu_360i2_PART_B_Hap_3	Nu_360i2_PART_B_Hap_4	Nu_360i2_PART_B_Hap_8	Nu_360i2_PART_C_Hap_1	Nu_360i2_PART_C_Hap_2	Nu_360i2_PART_C_Hap_3	Nu_360i2_PART_C_Hap_4	Nu_360i2_PART_D_Hap_1	Nu_360i2_PART_D_Hap_2	Nu_360i2_PART_D_Hap_3	Nu_360i2_PART_D_Hap_5	Nu_360i2_PART_E_Hap_1	Nu_360i2_PART_E_Hap_2	Nu_360i2_PART_E_Hap_3	Nu_360i2_PART_E_Hap_5	Nu_360i2_PART_E_Hap_6	Nu_360i2_PART_F_Hap_1	Nu_360i2_PART_F_Hap_3	Nu_360i2_PART_F_Hap_6	Nu_378_PART_A_Hap_2	Nu_378_PART_A_Hap_4	Nu_378_PART_A_Hap_5	Nu_378_PART_A_Hap_6	Nu_378_PART_A_Hap_7	Nu_378_PART_A_Hap_8	Nu_378_PART_B_Hap_1	Nu_378_PART_B_Hap_2	Nu_378_PART_C_Hap_1	Nu_378_PART_C_Hap_2	Nu_378_PART_C_Hap_4	Nu_378_PART_D_Hap_10	Nu_378_PART_D_Hap_11	Nu_378_PART_D_Hap_15	Nu_378_PART_D_Hap_2	Nu_378_PART_D_Hap_3	Nu_378_PART_D_Hap_4	Nu_378_PART_D_Hap_5	Nu_378_PART_D_Hap_6	Nu_378_PART_D_Hap_7	Nu_378_PART_D_Hap_8	Nu_CDS1_PART_A_Hap_1	Nu_CDS1_PART_A_Hap_2	Nu_CDS1_PART_A_Hap_4	Nu_CDS1_PART_B_Hap_1	Nu_CDS1_PART_B_Hap_2	Nu_CDS1_PART_B_Hap_4	Nu_CDS2_PART_A_Hap_1	Nu_CDS2_PART_A_Hap_2	Nu_CDS2_PART_A_Hap_7	Nu_CDS2_PART_A_Hap_9	Nu_CDS2_PART_B_Hap_1	Nu_CDS2_PART_B_Hap_3	Nu_CDS3_PART_A_Hap_1	Nu_CDS3_PART_A_Hap_2	Nu_CDS3_PART_A_Hap_5	Nu_CDS3_PART_B_Hap_1	Nu_CDS4_PART_A_Hap_1	Nu_CDS4_PART_A_Hap_2	Nu_CDS4_PART_B_Hap_1	Nu_CDS4_PART_B_Hap_2	Nu_CDS4_PART_B_Hap_3	Nu_CDS4_PART_B_Hap_4
STX10401_19						X																						X		X		X	X	X		X			X		X						X	X		X	X			X			X		X			X	X				X	X		X					X		X						X			X		X				X			X		X	X	X		X		
SNY13601_19			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X		X				X			X		X		X		X		
STX10621_20			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X	X		X			
SNY13541_19				X																									X	X		X	X	X			X		X		X						X	X		X	X			X			X		X		X			X				X		X						X					X		X			X		X				X			X		X		X		X		
STX10521_22			X	X																							X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
SNY13741_19						X																								X		X	X	X				X			X				X				X				X																														X			X		X									X		X				
STX10531_22																											X			X		X	X	X			X	X			X					X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
SNY13611_23				X																									X	X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X			X			X			X				X		X			X	X		X			
STX10581_20			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
SNY13691_19			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X			X			X		X			X		X		X		
STX10671_20											X																X			X		X	X	X		X		X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
SNY13661_19									X																			X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X		X		X		
STX10641_23				X																									X	X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
SNY13741_23			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X			X	X				X	X		X					X		X					X			X			X				X			X		X		X		X		
STX10541_23						X																					X			X		X	X	X		X		X			X				X	X			X				X					X			X	X					X			X						X	X						X			X		X				X		X			X	X		X			
SNY13681_19																					X							X		X		X	X	X		X			X		X						X	X		X	X			X	X				X			X	X				X	X		X					X		X					X			X			X				X			X		X	X		X			
STX10561_20							X																						X	X		X	X	X			X	X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X				X			X		X			X		X		X		
SNY13761_19						X																						X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X		X			X		X		X		
STX10601_19						X																					X			X		X	X	X		X		X			X				X	X			X				X					X			X	X					X			X						X	X						X			X		X				X		X			X	X		X			
SNY13621_23				X																							X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
SNY14031_23			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
STX10611_20			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X	X		X			
STX12571_19				X																									X	X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
STX10701_20			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
S_MN004_18											X																X			X		X	X	X		X		X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
STX10681_19			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X			X			X		X			X		X		X		
S_MN005_18			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
STX10711_23				X																									X	X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
S_MN001_18						X																						X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X		X			X			X				X		X			X	X		X			
STX10531_19			X																								X			X		X	X	X			X		X		X						X	X		X	X			X			X		X			X	X				X	X		X					X		X						X			X		X				X			X		X		X		X		
S_MN006_18																											X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
STX10661_20			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X		X	X			X			X		X	X		X			
S_MN010_18																											X			X		X	X	X			X	X			X				X	X			X				X								X						X			X								X	X				X			X			X			X		X			X		X		X		
STX10731_19			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
S_MN003_18																											X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X	X		X			
STX10722_22			X	X																							X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X			X	X		X	X			X			X		X			X		X		X		
S_MN015_18																											X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X	X		X			
STX10721_21																											X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X								X			X		X				X		X			X	X		X			
S_MN020_18																											X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X		X		X		
STX10741_19			X																								X			X		X	X	X			X		X		X						X			X				X					X				X					X		X					X								X			X		X				X		X	X		X		X		X		
S_MN016_18										X																		X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X		X		X		
STX10761_19			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X	X		X			
S_MN018_18										X																		X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X		X		X		
STX10751_19			X																								X			X		X	X	X			X		X		X						X	X		X	X			X			X		X			X	X				X	X		X					X		X						X			X		X				X			X		X		X		X		
S_MN008_18			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
STX10791_20			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
S_MN023_18																	X										X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X		X		X		
STX10771_19				X																									X	X		X	X	X			X		X		X						X	X		X	X			X	X				X			X	X				X	X		X					X		X					X			X			X				X			X		X	X		X			
S_MN017_18			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
STX10791_22																											X			X		X	X	X			X	X			X				X				X				X					X		X	X						X			X									X				X			X			X			X		X			X		X		X		
S_MN002_18																											X			X		X	X	X		X		X			X				X	X			X				X									X	X				X	X		X					X		X					X			X			X				X		X			X	X		X			
STX10761_20			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
S_NY010_18				X																									X	X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X		X				X		X			X	X		X			
STX10891_19				X																							X			X		X	X	X			X	X			X				X	X			X				X					X				X	X				X	X		X					X								X			X			X			X		X			X		X		X		
S_MN026_18						X																					X			X		X	X	X		X																																														X			X			X				X		X			X	X		X			
STX10801_20											X																X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X		X		X		
S_MN027_18																			X										X	X		X	X	X			X	X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X		X			X	X		X			
STX10861_19			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X		X	X		X	X		X			
S_NY031_18			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
STX10841_20			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X	X		X			
S_MN024_18						X																					X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X	X		X			
STX10841_19				X																									X	X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
S_NY013_18			X																								X			X		X	X	X			X	X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X		X		X		
STX10821_19			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X	X		X			
S_NY037_18							X																						X	X		X	X	X			X	X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X		X			X	X		X			
STX10831_20			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
S_MN032_18																	X										X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X		X		X		
STX10861_20			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X		X				X	X	X	X					X	X							X			X			X			X			X		X	X		X		X	
S_NY020_18				X																									X	X		X	X	X			X	X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X	X		X			
STX10851_20			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
S_NY046_18				X																									X	X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
STX10921_20			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X	X		X			
S_NY034_18				X																							X			X		X	X	X			X	X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X			X		X		X		X		
STX10941_20			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X			X					X			X							X						X			X			X			X			X		X		X		X		
S_NY033_18				X																								X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X		X			X	X		X			
STX10901_20				X																									X	X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
S_NY048_18				X																							X			X		X	X	X			X	X			X				X	X			X				X					X				X	X				X	X		X					X								X			X		X				X		X			X		X		X		
STX10971_20				X																							X			X		X	X	X			X	X			X			X	X	X			X				X					X			X						X			X									X				X			X		X				X			X		X	X		X			X
S_NY063_18			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
STX11021_20			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X	X		X			
S_NY062_18			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
STX10951_20			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X	X		X			
S_NY069_18			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X		X				X			X		X		X		X		
STX11091_20			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
S_NY076_18				X																							X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X		X				X		X			X	X		X			
STX11001_20			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X	X	X	X	X		
S_NY074_18			X																								X			X		X	X	X			X		X		X						X			X				X					X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
STX11081_20			X																								X			X		X	X	X			X		X		X							X			X				X				X			X					X			X							X						X			X			X			X			X		X		X		X		
S_NY075_18				X																							X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X		X				X		X			X	X		X			
STX10991_20											X																X			X		X	X	X		X		X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
S_NY065_18												X																	X	X		X	X	X			X	X			X				X				X				X					X				X	X				X	X		X					X		X					X			X				X			X		X			X		X		X		
STX11031_20			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
S_TX001_18			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
STX11061_19			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
S_NY081_18			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X		X				X			X		X		X		X		
STX11071_20				X																									X	X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
S_NY084_18			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
STX11111_20			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X					X	X		X	X			X			X			X		X	X		X			
S_NY079_18						X																						X		X		X	X	X		X			X		X						X	X		X	X			X			X		X		X	X					X		X	X						X	X						X			X		X				X		X			X	X		X			
STX11181_20						X																						X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X		X			X	X		X			
S_TX003_18				X																									X	X		X	X	X			X	X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X	X		X			
STX11201_20			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X		X				X		X			X		X		X		
S_TX004_18			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
STX11171_20			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
S_NY040_18			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
STX11161_20											X																X			X		X	X	X		X		X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
S_MN012_18																											X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
S_MN030_18			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X			X					X		X	X						X	X						X			X			X			X			X		X		X		X		
STX11381_20			X																								X			X		X	X	X			X	X	X		X				X	X		X	X		X		X		X			X			X	X					X		X	X						X	X	X					X			X		X	X			X		X	X		X	X	X		X		
S_TX010_18						X																							X	X		X	X	X		X		X			X				X	X			X				X					X			X	X	X				X	X		X					X			X	X			X	X		X	X		X	X			X		X	X		X		X		X		
STX11351_19			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
STX11321_20			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X		X				X			X		X	X		X			
S_TX005_18											X																X			X		X	X	X		X		X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
STX11481_20			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X		X				X			X		X	X	X	X	X		
S_TX004_17			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
STX11121_20			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
S_TX007_18			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X		X				X			X		X		X		X		
STX11371_19			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
S_TX018_18			X	X		X							X														X			X		X	X	X		X			X		X						X	X		X	X			X	X				X		X						X		X							X							X			X			X			X			X		X		X		X		
STX11401_19						X																					X			X		X	X	X		X		X			X				X				X				X					X			X	X					X			X						X	X						X			X		X				X		X			X	X		X			
S_TX024_18													X														X			X		X	X	X		X			X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X												X			X							X				
STX11491_19			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X			X			X		X			X		X		X		
S_TX017_18																											X			X		X	X	X		X			X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
STX11481_19				X																							X			X		X	X	X			X	X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X			X			X		X			X		X		X		
S_TX022_18													X														X			X		X	X	X		X			X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
STX11261_20			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X					X	X		X	X		X	X			X			X		X		X		X		
S_TX015_18			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
STX11501_19			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X						X		X	X						X		X	X				X			X			X			X			X		X		X		X		
S_TX028_18													X														X			X		X	X	X		X			X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
STX11721_19						X																						X		X		X	X	X		X		X			X				X	X			X				X					X			X						X			X								X	X				X			X		X				X		X			X		X		X		
S_TX020_18													X														X			X		X	X	X		X					X							X			X				X						X						X		X	X						X			X										X						X		X						
STX11751_19				X																							X			X		X	X	X			X	X			X				X	X			X				X					X				X	X				X	X		X					X								X			X		X				X		X			X		X		X		
S_TX031_18			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
STX11761_20			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
S_TX027_18													X														X			X		X	X	X		X			X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
STX11891_20			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
S_TX029_18													X														X			X		X	X	X		X			X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X												X			X			X		X		X		X		
