Seq_ID	Mt_Cmt127.A_Junction_Hap_2	Mt_Cmt139.X_Junction_Hap_27	Mt_Cmt154.A_Junction_Hap_3	Mt_Cmt154.B_Junction_Hap_4	Mt_Cmt154.E_Junction_Hap_7	Mt_Cmt169.A_Junction_Hap_8	Mt_Cmt169.B_Junction_Hap_9	Mt_Cmt169.C_Junction_Hap_10	Mt_Cmt169.X_Junction_Hap_36	Mt_Cmt184.A_Junction_Hap_11	Mt_Cmt184.B_Junction_Hap_12	Mt_Cmt184.C_Junction_Hap_13	Mt_Cmt184.D_Junction_Hap_14	Mt_Cmt184.F_Junction_Hap_16	Mt_Cmt184.X_Junction_Hap_34	Mt_Cmt184.X_Junction_Hap_39	Mt_Cmt199.A_Junction_Hap_17	Mt_Cmt199.B_Junction_Hap_18	Mt_Cmt199.C_Junction_Hap_19	Mt_Cmt199.X_Junction_Hap_29	Mt_Cmt199.X_Junction_Hap_30	Mt_Cmt199.X_Junction_Hap_31	Mt_Cmt199.X_Junction_Hap_32	Mt_Cmt199.X_Junction_Hap_67	Mt_Cmt214.X_Junction_Hap_25	Mt_Cmt214.X_Junction_Hap_57	Mt_MSR_PART_A_Hap_1	Mt_MSR_PART_A_Hap_2	Mt_MSR_PART_A_Hap_3	Mt_MSR_PART_B_Hap_1	Mt_MSR_PART_B_Hap_2	Mt_MSR_PART_C_Hap_1	Mt_MSR_PART_D_Hap_1	Mt_MSR_PART_E_Hap_1	Mt_MSR_PART_E_Hap_2	Mt_MSR_PART_F_Hap_1	Mt_MSR_PART_F_Hap_2	Nu_360i2_PART_A_Hap_1	Nu_360i2_PART_A_Hap_3	Nu_360i2_PART_A_Hap_4	Nu_360i2_PART_B_Hap_1	Nu_360i2_PART_B_Hap_3	Nu_360i2_PART_B_Hap_4	Nu_360i2_PART_B_Hap_8	Nu_360i2_PART_C_Hap_1	Nu_360i2_PART_C_Hap_2	Nu_360i2_PART_C_Hap_3	Nu_360i2_PART_C_Hap_4	Nu_360i2_PART_D_Hap_1	Nu_360i2_PART_D_Hap_2	Nu_360i2_PART_D_Hap_3	Nu_360i2_PART_D_Hap_5	Nu_360i2_PART_E_Hap_1	Nu_360i2_PART_E_Hap_2	Nu_360i2_PART_E_Hap_3	Nu_360i2_PART_E_Hap_5	Nu_360i2_PART_E_Hap_6	Nu_360i2_PART_F_Hap_1	Nu_360i2_PART_F_Hap_3	Nu_360i2_PART_F_Hap_6	Nu_378_PART_A_Hap_2	Nu_378_PART_A_Hap_4	Nu_378_PART_A_Hap_5	Nu_378_PART_A_Hap_6	Nu_378_PART_A_Hap_7	Nu_378_PART_A_Hap_8	Nu_378_PART_B_Hap_1	Nu_378_PART_B_Hap_2	Nu_378_PART_C_Hap_1	Nu_378_PART_C_Hap_2	Nu_378_PART_C_Hap_4	Nu_378_PART_D_Hap_10	Nu_378_PART_D_Hap_11	Nu_378_PART_D_Hap_15	Nu_378_PART_D_Hap_2	Nu_378_PART_D_Hap_3	Nu_378_PART_D_Hap_4	Nu_378_PART_D_Hap_5	Nu_378_PART_D_Hap_6	Nu_378_PART_D_Hap_7	Nu_378_PART_D_Hap_8	Nu_CDS1_PART_A_Hap_1	Nu_CDS1_PART_A_Hap_2	Nu_CDS1_PART_A_Hap_4	Nu_CDS1_PART_B_Hap_1	Nu_CDS1_PART_B_Hap_2	Nu_CDS1_PART_B_Hap_4	Nu_CDS2_PART_A_Hap_1	Nu_CDS2_PART_A_Hap_2	Nu_CDS2_PART_A_Hap_7	Nu_CDS2_PART_A_Hap_9	Nu_CDS2_PART_B_Hap_1	Nu_CDS2_PART_B_Hap_3	Nu_CDS3_PART_A_Hap_1	Nu_CDS3_PART_A_Hap_2	Nu_CDS3_PART_A_Hap_5	Nu_CDS3_PART_B_Hap_1	Nu_CDS4_PART_A_Hap_1	Nu_CDS4_PART_A_Hap_2	Nu_CDS4_PART_B_Hap_1	Nu_CDS4_PART_B_Hap_2	Nu_CDS4_PART_B_Hap_3	Nu_CDS4_PART_B_Hap_4
SNY11181_19											X																	X		X		X	X	X		X			X		X						X	X		X	X			X	X				X			X	X				X	X		X					X		X					X			X			X				X			X		X	X		X			
SNY11211_19			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
SNY11201_19			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X	X		X			
SNY11721_20			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
SNY11161_23			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
SNY11681_23				X																							X			X		X	X	X			X	X			X				X	X			X				X					X					X	X				X		X					X		X						X			X		X				X		X			X	X		X			
SNY11221_19						X																						X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X		X			X		X		X		
SNY11731_20			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
SNY11141_23			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
SNY11721_23				X																							X			X		X	X	X			X	X			X				X	X			X				X					X					X	X				X		X					X		X						X			X		X				X		X			X	X		X			
SNY11241_19			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X	X		X			
SNY11761_19						X																						X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X		X			X		X		X		
SNY11231_20																											X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X						
SNY11761_21		X																									X			X		X	X	X			X		X		X						X	X		X	X			X	X				X			X	X				X	X		X					X		X						X			X		X				X			X		X	X		X			
SNY11191_19						X																						X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X		X			X		X		X		
SNY11771_21															X												X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X		X			X	X		X			
SNY11261_20						X																						X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X		X			X		X		X		
SNY11801_19						X																						X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X		X			X		X		X		
SNY11251_19			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X	X		X			
SNY11772_19			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X	X					X	X						X			X		X				X			X		X		X		X		
SNY11291_19						X																						X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X		X			X		X		X		
SNY11792_19						X																						X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X		X			X		X		X		
SNY11271_19			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X	X		X			
SNY11821_21															X												X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X		X			X	X		X			
SNY11301_19																												X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X		X			X		X		X		
SNY11811_19						X																						X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X		X			X		X		X		
SNY11281_20			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
SNY11861_19			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X		X				X			X		X		X		X		
SNY11291_20				X																									X	X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
SNY11851_19										X																		X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X		X		X		
SNY11301_20			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
SNY11841_19			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
SNY11271_20			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X		X				X			X		X		X		X		
SNY11731_19						X																						X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X		X			X		X		X		
SNY11312_20				X																									X	X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
SNY11881_19											X										X							X		X		X	X	X		X			X		X						X	X		X	X			X	X				X			X	X				X	X		X					X		X					X			X			X				X			X		X	X		X			
SNY11321_19			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X	X		X			
SNY11891_23				X																									X	X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
SNY11311_21				X																									X	X		X	X	X			X	X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X	X		X			
SNY11891_19			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X		X	X	X		X			
SNY11351_23				X																							X			X		X	X	X			X	X			X				X	X			X				X					X					X	X				X		X					X		X						X			X		X				X		X			X	X		X			
SNY11911_23						X																						X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X		X		X		
SNY11351_20						X																						X		X		X	X	X		X			X		X						X	X		X	X			X			X		X			X	X				X	X		X					X		X						X			X		X				X			X		X		X		X		
SNY11921_19											X																	X		X		X	X	X		X			X		X						X	X		X	X			X	X				X			X	X				X	X		X					X		X					X			X			X				X			X		X	X		X			
SNY11311_19						X																						X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X		X			X		X		X		
SNY11871_21															X												X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X		X			X	X		X			
SNY11311_20				X																									X	X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
SNY11901_19																											X			X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X	X		X			
SNY11361_20			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X		X				X			X		X		X		X		
SNY11961_19				X																									X	X		X	X	X			X	X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X	X		X			
SNY11371_20			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X		X				X			X		X	X		X			
SNY11391_20			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
SNY11441_19						X																						X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X		X			X		X		X		
SNY11951_19			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
SNY11931_19						X																						X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X		X			X		X		X		
SNY12021_23				X																							X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X		X				X		X			X	X		X			
SNY12081_23						X																						X		X		X	X	X		X			X		X						X	X		X	X			X			X		X				X	X				X		X					X		X						X			X		X				X			X		X		X		X		
SNY11971_19			X	X																							X			X		X	X	X			X	X			X				X	X			X				X					X			X	X	X				X	X	X	X					X	X	X						X			X		X				X		X			X	X		X			
SNY14191_23				X																									X	X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X			X			X			X				X		X			X	X		X			
SNY12101_19				X																									X	X		X	X	X			X	X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X	X		X			
STX10011_19																	X										X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X		X		X		
SNY12121_19						X																						X		X		X	X	X		X		X			X					X			X				X					X				X	X				X	X		X					X		X						X			X	X	X				X		X			X		X		X		
STN10121_22																											X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X									X		X		X		X		
SNY14261_23			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
SNY12061_23			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X							X	X				X	X		X					X		X					X			X			X				X			X		X		X		X		
SNY11991_19			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
STN10011_22			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X												X			X			X		X		X		X		
SNY12041_23						X																						X		X		X	X	X		X			X		X						X	X		X	X			X			X		X				X	X				X		X					X		X						X			X		X				X			X		X		X		X		
SNY14231_23			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
SNY12271_23			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X			X	X				X	X		X					X		X					X			X			X				X			X		X		X		X		
SNY14101_23																								X				X		X		X	X	X		X			X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X					X			X			X				X			X		X		X		X		
SNY12171_23				X																							X			X		X	X	X			X	X			X				X	X			X				X					X					X	X				X		X					X		X						X			X		X				X		X			X	X		X			
STN10191_23						X																					X			X		X	X	X		X		X			X				X	X			X				X					X			X	X					X			X						X	X						X			X		X				X		X			X	X		X			
SNY12251_23						X																						X		X		X	X	X		X			X		X						X	X		X	X			X			X		X				X	X				X		X					X		X						X			X		X				X			X		X		X		X		
STX10011_20			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
SNY12141_19																												X		X		X	X	X		X		X	X		X				X	X	X	X	X	X	X		X	X	X			X	X			X	X				X	X		X					X		X					X	X		X	X		X				X		X	X		X	X	X	X	X		
SNY14471_23			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
SNY12241_19																											X			X		X	X	X			X	X			X				X				X				X								X	X					X		X	X						X	X						X			X		X				X		X			X	X		X			
STX10031_19			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
SNY12111_23						X																						X		X		X	X	X		X			X		X						X	X		X	X			X			X		X				X	X				X		X					X		X						X			X		X				X			X		X		X		X		
STX10041_19																	X										X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X			X		X		X		
SNY12121_23			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X			X	X				X	X		X					X		X					X			X			X				X			X		X		X		X		
SNY13811_19			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
SNY13841_19						X																						X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X		X			X		X		X		
SNY12241_23						X																						X		X		X	X	X		X			X		X						X	X		X	X			X			X		X				X	X				X		X					X		X						X			X		X				X			X		X		X		X		
STX10051_20											X																	X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X		X			X		X		X		
SNY12161_23						X																					X			X		X	X	X		X		X			X				X	X			X				X					X			X	X					X			X						X	X						X			X		X				X		X			X	X		X			
SNY12281_19																												X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X		X			X		X		X		
STX10022_20			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
SNY12221_19																												X		X		X	X	X		X		X			X				X	X			X				X									X	X				X	X		X					X		X											X				X		X			X		X		X		
STX10031_20			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
SNY12291_19																												X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X		X			X		X		X		
STX10021_19				X																									X	X		X	X	X			X		X		X						X	X		X	X			X	X				X			X	X				X	X		X					X		X					X			X			X				X			X		X	X		X			
SNY12301_19																												X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X		X			X		X		X		
STX10071_20		X																											X	X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X		X			X		X		X		
SNY12331_23				X																							X			X		X	X	X			X	X			X				X	X			X				X					X					X	X				X		X					X		X						X			X		X				X		X			X	X		X			
STX10091_20				X																									X	X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
SNY12321_23						X																						X		X		X	X	X		X			X		X						X	X		X	X			X			X		X				X	X				X		X					X		X						X			X		X				X			X		X		X		X		
STX10101_19			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
SNY12321_19						X																						X		X		X	X	X		X		X			X				X				X				X										X					X		X					X								X			X		X				X		X			X		X		X		
STX10111_19			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X		X				X		X			X		X		X		
SNY12461_23				X																									X	X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
STX10141_19				X																									X	X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X			X			X		X			X		X		X		
SNY12481_23						X																						X		X		X	X	X		X			X		X						X	X		X	X			X			X		X				X	X				X		X					X		X						X			X		X				X			X		X		X		X		
STX10171_22			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
SNY12411_23				X																									X	X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
STX10161_23																											X			X		X	X	X			X		X		X						X	X		X	X			X	X				X			X	X				X	X		X					X		X					X			X			X				X			X		X		X		X		
SNY12351_23				X																									X	X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
STX10131_20											X																X			X		X	X	X		X		X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
SNY12571_23						X																						X		X		X	X	X		X			X		X						X	X		X	X			X			X		X				X	X				X		X					X		X						X			X		X				X			X		X		X		X		
STX10191_22			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X					X			X			X			X		X	X		X		X				
SNY12611_23				X																							X			X		X	X	X			X	X			X				X	X			X				X					X					X	X				X		X					X		X						X			X		X				X		X			X	X		X			
STX10062_20			X																								X			X		X	X	X			X		X		X						X			X				X					X				X					X		X					X								X	X		X		X				X			X		X		X		X		
SNY12631_19			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
STX10181_20			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
SNY12661_23						X																						X		X		X	X	X		X			X		X						X	X		X	X			X			X		X				X	X				X		X					X		X						X			X		X				X			X		X		X		X		
STX10231_23				X																									X	X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
SNY12601_23				X																							X			X		X	X	X			X	X			X				X	X			X				X					X					X	X				X		X					X		X						X			X		X				X		X			X	X		X			
STX10261_22																											X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
SNY12691_23						X																						X		X		X	X	X		X			X		X						X	X		X	X			X			X		X				X	X				X		X					X		X						X			X		X				X			X		X		X		X		
STX10201_19			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
SNY13051_23				X																									X	X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
STX10261_19			X																								X			X		X	X	X			X		X		X						X	X		X	X			X			X		X			X	X				X	X		X					X		X						X			X		X				X			X		X		X		X		
SNY12491_19						X					X										X							X		X		X	X	X		X		X	X		X				X	X	X	X	X	X	X		X	X	X			X	X			X	X				X	X		X					X		X					X	X		X	X												X	X	X	X		
STX10271_22																											X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
SNY12711_19			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X			X			X		X			X		X		X		
STX10301_22			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X				
SNY12771_23				X																							X			X		X	X	X			X	X			X				X	X			X				X					X					X	X				X		X					X		X						X			X		X				X		X			X	X		X			
STX10291_22			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
SNY12751_23						X																					X			X		X	X	X		X		X			X				X	X			X				X					X			X	X					X			X						X	X						X			X		X				X		X			X	X		X			
SNY13871_23			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
SNY14011_23				X																							X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X		X				X		X			X	X		X			
SNY12961_23			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X			X	X				X	X		X					X		X					X			X			X				X			X		X		X		X		
SNY12671_23											X																	X		X		X	X	X		X		X			X				X	X			X				X					X			X						X			X								X	X				X			X		X				X		X			X	X		X			
STX10311_22			X	X																							X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
SNY12921_23				X																									X	X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X			X			X			X				X		X			X	X		X			
STX10301_19																	X										X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X							X			X			X			X		X				X		X	X		X		X		X		
SNY13171_19						X																						X		X		X	X	X		X																										X	X				X	X		X					X		X									X		X						X			X		X		X		
STX10341_19			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X			X	X				X	X		X					X		X						X			X			X			X			X		X	X		X			
SNY12701_19			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X	X		X			
STX10301_20											X																X			X		X	X	X		X		X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
SNY13351_19						X																																			X				X				X				X															X		X													X			X		X				X		X			X		X		X		
STX10321_20			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
SNY13181_19																					X							X		X		X	X	X		X																										X	X				X	X		X					X		X					X			X			X				X			X		X	X		X			
STX10321_22			X	X																							X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
SNY13151_23			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X			X	X				X	X		X					X		X					X			X			X				X			X		X		X		X		
STX10371_22			X	X																							X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
SNY13381_19				X																									X	X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X			X			X			X				X		X			X	X		X			
STX10351_20			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X	X	X	X	X		
SNY13421_19						X																						X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X		X			X		X		X		
STX10291_19			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X	X		X			
SNY13411_19						X																						X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X		X			X		X		X		
STX10331_22			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
SNY13391_19			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X			X			X		X			X		X		X		
STX10391_19			X																								X			X		X	X	X			X		X		X					X	X	X	X	X	X		X	X	X				X		X	X					X		X	X						X	X		X				X			X			X			X		X	X		X	X	X	X	X		
SNY13431_19						X																						X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X		X			X		X		X		
STX10391_22			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
SNY13441_19			X																								X			X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X	X		X			
STX10371_19			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X	X	X	X	X		
SNY13551_19				X																									X	X		X	X	X			X	X			X				X	X			X				X					X				X	X				X	X		X					X		X					X			X			X				X		X			X	X		X			
STX10381_22			X	X																							X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
SNY13461_19																																						X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X		X			X		X				
STX10411_19						X																						X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X		X			X	X	X	X	X		
SNY13491_19						X																						X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X		X			X		X		X		
STX10471_22				X																							X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X			X			X		X			X		X		X		
SNY13401_19				X																									X	X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X			X			X			X				X		X			X	X		X			
STX10431_22																											X			X		X	X	X			X	X			X					X			X				X					X			X						X			X									X				X			X								X			X		X		X		
SNY13571_19			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
STX10441_19																									X		X			X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X							X			X			X				X		X			X	X	X	X	X		
SNY13511_19				X																									X	X		X	X	X			X	X			X				X	X			X				X					X			X	X					X		X	X						X	X						X			X		X				X		X			X		X		X		
STX10411_20			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X		X	X					X		X	X						X	X						X			X			X			X			X		X		X		X		
SNY13591_19						X																						X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X		X			X		X		X		
STX10481_20			X																								X			X		X	X	X			X		X		X						X	X		X	X			X	X				X			X					X			X							X						X			X			X			X			X		X		X		X		
SNY13481_19						X																								X		X	X	X																																																	X			X		X				X		X			X		X		X		
STX10571_23				X																							X			X		X	X	X			X	X			X				X	X			X				X					X			X						X			X								X	X				X			X		X				X		X			X	X		X			
SNY13521_19						X																						X		X		X	X	X		X		X			X				X	X			X				X					X				X	X				X	X		X					X		X						X			X		X				X		X			X		X		X		
